,logFC,logCPM,F,PValue,FDR
WBGene00018072,-0.145166066,4.102085192,2.924355877,0.094751233,0.130091592
WBGene00008093,0.66155795,-0.524941349,2.921447343,0.095065996,0.13051082
WBGene00008399,-0.267416122,2.398443798,2.917621556,0.095120462,0.130572653
WBGene00001499,0.121190229,4.679425497,2.912950049,0.095375652,0.130909981
WBGene00013782,0.372232058,0.435192011,2.912858104,0.095402036,0.130933221
WBGene00012933,-0.232498658,2.259851105,2.910593082,0.095506737,0.131063931
WBGene00010846,0.181975398,3.184068777,2.909876216,0.095545231,0.131103768
WBGene00013026,-0.162606205,3.520688916,2.908258223,0.095634239,0.131212905
WBGene00010855,0.612679632,-0.205894425,2.902334031,0.096058341,0.131781731
WBGene00008368,0.175568462,3.686341266,2.899571782,0.096114454,0.131845654
WBGene00020359,0.278722232,3.17088053,2.899106391,0.096140497,0.131868319
WBGene00019659,0.414148971,1.498512206,2.89874447,0.096164303,0.131887913
WBGene00020631,0.417147638,0.579235066,2.898346893,0.096200576,0.131924599
WBGene00015955,0.137070109,6.016968767,2.896114422,0.096306037,0.132056149
WBGene00002055,-0.316390586,8.666838471,2.893454751,0.096453958,0.132245889
WBGene00019892,-0.131916553,4.203801968,2.891294,0.096574567,0.13239815
WBGene00000375,-0.176820818,3.441428769,2.888517689,0.096729646,0.13259763
WBGene00219456,0.477446947,0.185988664,2.88491075,0.096970569,0.132914736
WBGene00044396,0.203613911,4.537376729,2.883740454,0.096996591,0.132937249
WBGene00009642,-0.221350512,3.361760908,2.880994198,0.097150865,0.133129494
WBGene00000700,0.706903361,-0.55910801,2.883904439,0.097156082,0.133129494
WBGene00007861,0.37338186,0.970523838,2.880556729,0.09718364,0.133154083
WBGene00021051,-0.130020603,4.821824489,2.879103527,0.097256624,0.133240902
WBGene00017772,0.286424301,7.835447242,2.878518023,0.097289493,0.133272751
WBGene00010606,0.710684221,-0.525641858,2.880232812,0.097354461,0.133348561
WBGene00017334,-0.843670667,2.601255534,2.87531143,0.097471301,0.133488076
WBGene00007603,-0.220939058,2.770518697,2.875225303,0.097475592,0.133488076
WBGene00006822,-0.27420774,2.963942986,2.873917694,0.09754913,0.133575578
WBGene00022169,-0.096559863,6.413563344,2.872693466,0.097617524,0.133656019
WBGene00008785,-0.550277271,0.384624919,2.872826097,0.09763544,0.133667336
WBGene00006386,0.093354951,5.348363529,2.871732409,0.09767178,0.133703874
WBGene00017945,-0.262141344,2.39563393,2.870563709,0.097739109,0.13378282
WBGene00043994,0.191886166,3.439255478,2.86829254,0.097866616,0.133944112
WBGene00015335,0.575983849,-0.441185687,2.868113448,0.098018576,0.134131592
WBGene00012356,0.227007839,2.597542125,2.865542381,0.098022965,0.134131592
WBGene00017923,-0.152955814,4.956092868,2.863135298,0.098158555,0.134303862
WBGene00015813,-0.097777398,6.758516853,2.861689208,0.098240678,0.134402951
WBGene00007422,0.404641955,5.435562025,2.860385553,0.098314811,0.134491089
WBGene00012109,0.316567047,1.557188203,2.860045723,0.098337904,0.134509395
WBGene00013486,0.264226745,2.040739186,2.859140519,0.098387686,0.134564201
WBGene00002141,0.259303756,1.969027316,2.857746985,0.098467205,0.134659662
WBGene00138720,-0.198994734,3.065071474,2.857283215,0.098492035,0.134680277
WBGene00018766,0.378776299,0.804121953,2.857317506,0.098501725,0.134680277
WBGene00016328,0.245917816,2.278758269,2.856861102,0.09851701,0.134687882
WBGene00005003,-0.439158221,4.666328238,2.856558518,0.09853287,0.134696271
WBGene00010428,-0.095973828,6.402786079,2.85275235,0.098750069,0.134979866
WBGene00011819,-0.305387527,2.212516607,2.851950182,0.098797538,0.135031426
WBGene00015731,-0.165163765,3.049223391,2.850181742,0.098897745,0.135155048
WBGene00009225,0.719065719,-0.649843698,2.85223995,0.09894483,0.135206056
WBGene00009315,-0.256978599,2.441002419,2.846668081,0.09909978,0.135404434
WBGene00018845,0.502621944,0.159723766,2.846215641,0.0991686,0.135485102
WBGene00302982,-0.29053924,2.093601368,2.845179135,0.09918598,0.135495482
WBGene00009299,0.243276255,1.740254855,2.840434521,0.099460064,0.135856504
WBGene00016032,0.419485398,1.06127235,2.840270128,0.099474479,0.13585996
WBGene00044021,-0.293336625,1.905303619,2.840040271,0.09948221,0.13585996
WBGene00017366,0.554836236,0.009229113,2.838599764,0.099623532,0.136039547
WBGene00000250,-0.345958694,1.802920468,2.836740234,0.099673001,0.136093682
WBGene00003499,-0.28917662,2.668117088,2.835137455,0.09976379,0.136204221
WBGene00010278,0.50109082,-0.41406313,2.837374557,0.099778907,0.136211433
WBGene00004124,-0.193592753,4.012242236,2.832862905,0.099894762,0.136356153
WBGene00004881,0.087605116,6.139978068,2.831617146,0.099966674,0.136440868
WBGene00020330,-0.198759817,2.946696545,2.830617394,0.100025309,0.136507446
WBGene00016761,0.364649092,1.217641701,2.830456611,0.100040097,0.136510407
WBGene00008808,0.469491311,0.091569527,2.831080389,0.100047188,0.136510407
WBGene00000441,-0.131324144,6.531755989,2.826203034,0.100281046,0.136816019
WBGene00004255,0.319820908,3.309743549,2.825670933,0.100312475,0.136845421
WBGene00016788,0.474709624,2.277557971,2.82516177,0.100343273,0.136873955
WBGene00016451,-0.518866385,0.322159204,2.819012457,0.100738217,0.137399152
WBGene00019746,-0.197414478,2.467897866,2.816502288,0.100848308,0.137535764
WBGene00000061,-0.236942676,3.543456681,2.813147286,0.101044119,0.137789244
WBGene00011179,-0.456927598,0.738154509,2.80878025,0.101314198,0.138143938
WBGene00045390,0.234237392,2.437925806,2.808367349,0.101325869,0.138146254
WBGene00019572,-0.159076551,5.577321282,2.807395121,0.101381869,0.138209
WBGene00011642,0.503935737,1.269227774,2.806133851,0.101462147,0.138304827
WBGene00022435,0.139911026,3.553675873,2.805409331,0.10149925,0.13834179
WBGene00003691,0.451545403,0.516358529,2.803930655,0.101607742,0.138476037
WBGene00017266,-0.4510017,0.901660312,2.797713121,0.101964114,0.138948048
WBGene00016534,-0.522859401,0.731297276,2.79138606,0.102343395,0.139451181
WBGene00003992,-0.174005222,4.574012976,2.788633247,0.102493756,0.139642324
WBGene00269421,0.208500858,3.705991983,2.788384357,0.102508801,0.139649086
WBGene00002016,-0.607960698,4.444343358,2.787845681,0.102540765,0.139678895
WBGene00021022,-0.180021053,3.445115288,2.787236264,0.102577374,0.139715023
WBGene00020299,0.162247999,3.965618042,2.783732016,0.102786606,0.139986241
WBGene00007465,0.288220949,1.884375258,2.783363577,0.102810936,0.140005612
WBGene00007909,0.611458089,-0.034092168,2.78416933,0.102824084,0.140009753
WBGene00011575,0.169639594,2.63392186,2.782840663,0.102840641,0.140018533
WBGene00006765,-0.185206957,2.91543654,2.782618439,0.102853661,0.140022497
WBGene00018698,0.348175865,1.291495834,2.780505614,0.102985134,0.140187704
WBGene00001794,-0.118596957,8.249820815,2.780115985,0.10300289,0.140198097
WBGene00021554,-0.099887672,5.601733954,2.778952653,0.103072679,0.140279303
WBGene00003584,-0.143667911,4.238612743,2.777495821,0.103160364,0.140384848
WBGene00010844,-0.099066199,6.082237067,2.774390153,0.103346862,0.140624827
WBGene00019657,-0.219262455,4.955503327,2.773662229,0.103390704,0.140670664
WBGene00185088,0.193943975,2.863603057,2.772474157,0.103462986,0.140742458
WBGene00013877,-0.087322475,5.312563769,2.772448767,0.103463792,0.140742458
WBGene00012195,0.439439532,0.051082221,2.768224282,0.10378081,0.141159837
WBGene00044623,-0.290688103,2.990753309,2.766979754,0.103794608,0.141164744
WBGene00020842,0.148772604,4.205410475,2.765995402,0.103853753,0.141231317
WBGene00001358,-0.188207935,3.332987757,2.761698634,0.10411439,0.141571859
WBGene00011912,0.189529867,4.42355458,2.760143371,0.104208545,0.14168598
WBGene00006664,0.270783416,1.934013045,2.757659669,0.10436172,0.141880317
WBGene00002261,0.109035416,6.796062874,2.750507057,0.104795701,0.142456334
WBGene00006763,0.086626119,5.958511166,2.748333274,0.104928715,0.142623154
WBGene00007092,0.212499939,2.73363563,2.740942969,0.105383203,0.143226857
WBGene00021839,-0.1123211,6.308214789,2.736331661,0.105666528,0.143597836
WBGene00012183,0.447803656,0.389075573,2.735528156,0.105740847,0.143684737
WBGene00006510,-0.586861461,6.999850914,2.734569083,0.105775377,0.143704599
WBGene00010337,-0.125898235,7.52656246,2.734555553,0.105776213,0.143704599
WBGene00020759,0.485585635,0.20240796,2.73434383,0.10583263,0.143767147
WBGene00019757,0.157935077,2.918916374,2.728180222,0.106171697,0.144213605
WBGene00022536,0.637728006,-0.304433303,2.729204986,0.106222725,0.144268771
WBGene00021125,0.422470791,0.450902922,2.725360858,0.10637069,0.144455568
WBGene00000034,0.759655087,-0.320738468,2.720061407,0.106797204,0.145020574
WBGene00015716,-0.190286137,3.295690127,2.717037615,0.106865515,0.145099109
WBGene00016352,-0.150562351,3.69983483,2.715467719,0.106963549,0.145217983
WBGene00014160,0.359643695,0.931957774,2.711860963,0.107198576,0.145522802
WBGene00018861,0.266195746,2.229432701,2.711569324,0.10720909,0.145522814
WBGene00019064,0.265687177,8.095012925,2.710452402,0.107277618,0.145601564
WBGene00001148,-0.174020601,4.6943227,2.70605933,0.107553939,0.145962296
WBGene00016957,-0.188173277,4.410094788,2.702325524,0.107789475,0.146267614
WBGene00016131,-0.143257897,4.075501129,2.701298246,0.10785443,0.146341421
WBGene00016265,-0.223829737,3.702538727,2.700290035,0.107918208,0.146413616
WBGene00013730,0.107702812,6.326534094,2.698544865,0.108028277,0.146548593
WBGene00004321,0.161109288,5.978721149,2.695292566,0.108234342,0.146813759
WBGene00017072,0.566035172,-0.446310107,2.696197794,0.108327498,0.146925733
WBGene00013081,0.265002557,4.445184232,2.693477142,0.108349732,0.146941501
WBGene00007778,0.511678014,0.141172721,2.691993593,0.108498693,0.147129114
WBGene00007760,-0.146082095,4.01809512,2.690233281,0.108556044,0.147192474
WBGene00007065,-0.248150191,2.365325259,2.688969598,0.10863757,0.147288599
WBGene00050967,0.661518396,-0.424734163,2.690663582,0.108683337,0.147336228
WBGene00003001,-0.175318294,4.332615966,2.686456289,0.108796668,0.147475433
WBGene00012782,-0.104940132,6.456757279,2.686055649,0.108822023,0.147495369
WBGene00022398,0.162975635,3.013860451,2.684584631,0.108916579,0.147609085
WBGene00015462,0.136180612,4.253456226,2.68367294,0.108974446,0.147672959
WBGene00000007,-0.174210065,3.927734449,2.683507949,0.108985031,0.147672959
WBGene00044756,-0.546495282,0.680708049,2.683529318,0.108997874,0.147675914
WBGene00020722,0.326054906,1.669784799,2.68242612,0.109057361,0.14774206
WBGene00020738,-0.208842029,4.466439885,2.678517994,0.109304456,0.148062323
WBGene00019878,-0.316878078,1.873752255,2.677915204,0.109345491,0.148103426
WBGene00015184,0.128999768,4.691247266,2.672319363,0.109702771,0.148572818
WBGene00012243,-0.11361932,4.84971514,2.671031471,0.10978572,0.148670622
WBGene00022242,-0.174154122,3.625687601,2.670345908,0.109830235,0.148716365
WBGene00017549,-0.45843576,0.438711208,2.667762501,0.110019869,0.14895858
WBGene00019008,-0.253091518,4.336684096,2.666982127,0.110047274,0.148981122
WBGene00004004,0.141864986,5.299846133,2.660514235,0.110466056,0.149533451
WBGene00004346,0.165503318,3.930067426,2.6600919,0.110493742,0.149556314
WBGene00016163,0.369407642,1.151084934,2.657235298,0.110686344,0.149793485
WBGene00008446,0.3009644,5.814912726,2.657059305,0.110690594,0.149793485
WBGene00019814,1.182106592,-0.538906105,2.651842972,0.111201625,0.150468
WBGene00012769,-0.078542968,7.78557477,2.649086403,0.111210755,0.150468
WBGene00019907,0.145642018,3.46173097,2.648863214,0.111225763,0.150473607
WBGene00020050,0.245143635,2.405899533,2.648571884,0.111245706,0.150485891
WBGene00012911,-0.154027229,6.290786835,2.646714713,0.11136603,0.150633947
WBGene00249815,-0.493993246,0.145980207,2.64571987,0.111476611,0.150757396
WBGene00008434,-0.197721018,2.946018431,2.64500094,0.111479065,0.150757396
WBGene00002002,-0.156441078,4.438790856,2.644470278,0.111513383,0.150766873
WBGene00022185,-0.147495327,4.777325999,2.644418034,0.111516668,0.150766873
WBGene00011062,0.589314002,0.355247439,2.6448377,0.111518725,0.150766873
WBGene00001616,0.131881665,4.35011108,2.642318546,0.111654705,0.150935979
WBGene00001110,-0.168681505,3.114022207,2.637279049,0.111986782,0.151370112
WBGene00002162,-0.074329002,8.732613772,2.636681548,0.11202562,0.151407833
WBGene00006966,0.319901817,1.330727027,2.636453982,0.11204618,0.15141218
WBGene00021887,0.332625216,0.83927228,2.636469096,0.112050697,0.15141218
WBGene00007090,0.089531698,4.89702435,2.631962741,0.112337409,0.151784802
WBGene00018902,-0.309783697,1.827713255,2.629481332,0.112504407,0.151995616
WBGene00000178,-0.103478368,6.268759554,2.6272425,0.112650226,0.152177778
WBGene00194902,0.829878494,1.830749092,2.627097511,0.112695071,0.152223512
WBGene00010073,0.219136906,1.749500352,2.62446893,0.112837456,0.152400978
WBGene00011384,0.82685844,-0.796478371,2.625361346,0.112915738,0.152491839
WBGene00006659,-0.585706349,-0.008493407,2.623182215,0.112987384,0.152573722
WBGene00004985,0.355782961,1.107608644,2.619639158,0.113163452,0.152796582
WBGene00008558,0.347438495,0.733340015,2.618864325,0.11322165,0.152860263
WBGene00013965,0.622138866,0.230839307,2.618144515,0.113293081,0.152941795
WBGene00022366,0.215321479,4.303496196,2.616028426,0.113397669,0.153062881
WBGene00021315,0.110437726,5.090611819,2.615917691,0.113404876,0.153062881
WBGene00019864,-0.154063384,3.785768676,2.6131846,0.113588144,0.153295301
WBGene00003551,-0.376528071,1.238296061,2.612243192,0.113657017,0.153373307
WBGene00011089,0.203011914,4.153970249,2.611627506,0.113692485,0.153406225
WBGene00007816,0.398759623,1.438123749,2.611097142,0.11373235,0.153445068
WBGene00022721,-0.133533051,3.876921821,2.61049762,0.113768353,0.153478693
WBGene00013327,0.196034675,2.923793043,2.609254471,0.113852265,0.153576938
WBGene00015311,-0.525744535,0.668397692,2.607658984,0.113976878,0.153730059
WBGene00017597,0.150144966,3.829839717,2.607169265,0.113992058,0.153735564
WBGene00019319,-0.306737112,1.154166624,2.606541759,0.114040578,0.153786029
WBGene00020420,0.332960794,0.984840215,2.602761577,0.114297549,0.154117556
WBGene00017022,0.321169225,2.201940793,2.599639024,0.114501985,0.154378187
WBGene00002063,0.260887653,2.80309066,2.59712872,0.11467043,0.154590248
WBGene00016905,0.17022021,3.858210908,2.595448087,0.114783829,0.154713929
WBGene00013685,-0.278714181,1.238599217,2.595524392,0.114784511,0.154713929
WBGene00018038,-0.577663304,-0.295777358,2.596708606,0.114811639,0.154735437
WBGene00020449,0.305355477,3.428461224,2.589812697,0.115166886,0.155199115
WBGene00006375,0.253072482,1.838046384,2.587328616,0.115338427,0.155415165
WBGene00018969,-0.196759963,5.90855534,2.5848628,0.115503987,0.155623114
WBGene00021416,0.447600085,0.272040587,2.584646336,0.115550447,0.155670569
WBGene00015131,0.139391779,4.920579339,2.578943388,0.115909138,0.156138616
WBGene00016874,-0.209147054,3.146737387,2.577689306,0.115995705,0.156232472
WBGene00000591,-0.105642309,5.76116333,2.577598831,0.11600137,0.156232472
WBGene00023068,-0.525841153,0.34582213,2.575618686,0.116167085,0.156440449
WBGene00010559,0.234246338,2.097722506,2.573927893,0.116255576,0.156533916
WBGene00000062,0.351611653,1.528247296,2.573909641,0.116259091,0.156533916
WBGene00018795,0.243789168,1.898655135,2.573696683,0.116272041,0.156536137
WBGene00044236,0.204569514,2.722500048,2.572453225,0.116356058,0.156634025
WBGene00013698,0.390084306,1.670657121,2.571673075,0.11641236,0.156694589
WBGene00006514,-0.120703161,5.206244688,2.569719748,0.116543647,0.156856062
WBGene00019787,-0.131643676,4.148311059,2.568691767,0.116614845,0.156928922
WBGene00003083,0.208885495,4.172981546,2.568610672,0.116620439,0.156928922
WBGene00011664,0.12900164,3.886459984,2.566369387,0.116775377,0.157122149
WBGene00018846,0.09734836,10.14929084,2.563456033,0.116976789,0.157377863
WBGene00008449,0.7497908,0.964713642,2.562451766,0.117058762,0.157472853
WBGene00004762,0.087762811,5.563128692,2.561054783,0.117143343,0.157571333
WBGene00017893,-0.389190794,0.697358333,2.560439538,0.117200323,0.15763267
WBGene00008184,-0.635806451,-0.523618124,2.561035947,0.117214846,0.157636898
WBGene00017614,0.421731202,0.214359172,2.558946786,0.117325755,0.157770736
WBGene00001606,0.3672654,1.351684329,2.558250949,0.117343322,0.157779043
WBGene00019653,-0.267721316,2.374752719,2.557635324,0.117383151,0.157817277
WBGene00003999,0.323665618,4.099984765,2.555400979,0.117536786,0.158008497
WBGene00023502,0.299897913,1.726055606,2.554094663,0.117630822,0.158119567
WBGene00007064,0.092624379,5.685883147,2.553435524,0.117673587,0.158161704
WBGene00019504,-0.074162917,6.613242416,2.548195374,0.11803985,0.158638596
WBGene00011645,-0.132569125,4.345467713,2.546441812,0.118162927,0.158788598
WBGene00016317,-0.117641671,5.262635358,2.543979476,0.118335489,0.159005063
WBGene00138721,0.78309858,3.524768284,2.541720217,0.118495194,0.159204212
WBGene00001022,0.181681194,3.157471165,2.538026281,0.118754911,0.15953768
WBGene00011844,-0.428420793,1.520453045,2.536694781,0.118853981,0.15965529
WBGene00021733,-0.111004034,5.278073222,2.533047901,0.119105981,0.159978284
WBGene00045407,-0.207349394,2.952878788,2.530157743,0.119311305,0.16023853
WBGene00044191,-0.203659137,5.034414245,2.526985184,0.119535781,0.160524444
WBGene00012487,0.289527026,0.993870339,2.525607604,0.119642655,0.16065239
WBGene00004414,-0.09443746,12.58302974,2.524507292,0.119711931,0.160729832
WBGene00016616,-0.113668188,4.450731376,2.524040722,0.119745323,0.160759082
