WB_id,consensus_module,consensus_strength,chemical,logFC,FDR,is_detected,direction
WBGene00020788,0,1.0,GenX,-0.377158196,0.004285778,True,down
WBGene00003762,0,0.9666666666666667,GenX,-0.473978801,0.060511972,False,down
WBGene00000740,0,0.5333333333333333,GenX,0.485935776,0.061409119,False,up
WBGene00022415,0,1.0,GenX,-1.526197045,0.063834897,False,down
WBGene00044163,0,0.9,GenX,-1.135105052,0.104283179,False,down
WBGene00008741,0,0.6333333333333333,GenX,0.273237031,0.11363241,False,up
WBGene00011182,0,1.0,GenX,-0.28649045,0.11363241,False,down
WBGene00015620,0,1.0,GenX,-0.630442246,0.116362273,False,down
WBGene00009889,0,1.0,GenX,-0.896540839,0.118675445,False,down
WBGene00001000,0,1.0,GenX,-0.154297442,0.131749619,False,down
WBGene00022739,0,1.0,GenX,-0.169298923,0.134990582,False,down
WBGene00001025,0,1.0,GenX,-0.148678637,0.135352767,False,down
WBGene00000702,0,1.0,GenX,-1.777876321,0.136345515,False,down
WBGene00013849,0,1.0,GenX,-0.770735749,0.142732826,False,down
WBGene00022141,0,1.0,GenX,-0.435772312,0.148257075,False,down
WBGene00050939,0,1.0,GenX,-0.826651525,0.177303514,False,down
WBGene00021335,0,0.9,GenX,-0.581140834,0.182010619,False,down
WBGene00018373,0,1.0,GenX,-0.182232031,0.189945264,False,down
WBGene00009108,0,1.0,GenX,-1.291227068,0.190973532,False,down
WBGene00011318,0,1.0,GenX,-0.377775912,0.202187172,False,down
WBGene00007938,0,1.0,GenX,-1.104352415,0.203256955,False,down
WBGene00003989,0,1.0,GenX,-0.182235699,0.213405169,False,down
WBGene00023489,0,1.0,GenX,-0.353841031,0.218808734,False,down
WBGene00001232,0,1.0,GenX,-0.140487578,0.226454334,False,down
WBGene00011846,0,0.9333333333333333,GenX,-0.464281975,0.242777006,False,down
WBGene00008143,0,1.0,GenX,-0.172369812,0.247042421,False,down
WBGene00001814,0,1.0,GenX,-0.170813864,0.247893642,False,down
WBGene00001107,0,1.0,GenX,-0.746448594,0.26735142,False,down
WBGene00003410,0,1.0,GenX,-0.183104335,0.292901386,False,down
WBGene00000003,0,0.8333333333333334,GenX,-0.21416516,0.297834032,False,down
WBGene00010052,0,0.9333333333333333,GenX,0.145240591,0.301365964,False,up
WBGene00022722,0,0.5333333333333333,GenX,0.178168736,0.301843458,False,up
WBGene00003254,0,0.8333333333333334,GenX,-0.165121183,0.320800563,False,down
WBGene00003107,0,0.9666666666666667,GenX,-0.776613265,0.3262616,False,down
WBGene00020704,0,1.0,GenX,-0.793782714,0.329493167,False,down
WBGene00017892,0,0.5333333333333333,GenX,0.296097534,0.332780635,False,up
WBGene00020742,0,1.0,GenX,-0.199943216,0.346732137,False,down
