WB_id,consensus_module,consensus_strength,chemical,logFC,FDR,is_detected,direction
WBGene00001758,0,1.0,PFNA,-0.832819455981835,0.0121630348286835,True,down
WBGene00017948,0,1.0,PFNA,0.397276463152394,0.0190810316937766,True,up
WBGene00004233,0,1.0,PFNA,-0.607000220478706,0.0322456482744317,True,down
WBGene00000155,0,1.0,PFNA,-0.257852357768867,0.0698345179873459,False,down
WBGene00021335,0,0.9,PFNA,-0.703178097815174,0.0748770548331256,False,down
WBGene00010277,0,1.0,PFNA,-0.529642957947731,0.0853285374268464,False,down
WBGene00001814,0,1.0,PFNA,-0.207568954472498,0.121427277704129,False,down
WBGene00020382,0,1.0,PFNA,-0.297928672750349,0.136334811374866,False,down
WBGene00016906,0,1.0,PFNA,-0.209832744627668,0.140602925230678,False,down
WBGene00000003,0,0.8333333333333334,PFNA,-0.256981707751113,0.173272295497086,False,down
WBGene00018721,0,1.0,PFNA,-0.29209443619617,0.173619771793656,False,down
WBGene00010274,0,1.0,PFNA,-0.588620959467461,0.179826838928093,False,down
WBGene00009889,0,1.0,PFNA,-0.843847943674764,0.190441215547089,False,down
WBGene00000731,0,1.0,PFNA,-0.60772654913071,0.211469750440218,False,down
WBGene00012936,0,1.0,PFNA,-0.372340165902911,0.212197162623106,False,down
WBGene00004955,0,1.0,PFNA,-0.245808251509163,0.215085433576811,False,down
WBGene00001688,0,1.0,PFNA,-0.338180334327706,0.221555369931823,False,down
WBGene00008741,0,0.6333333333333333,PFNA,0.248193093600928,0.22540525523288,False,up
WBGene00022415,0,1.0,PFNA,-1.15577127212606,0.241422459898,False,down
WBGene00002231,0,1.0,PFNA,-0.364396723161276,0.242840103281527,False,down
WBGene00002092,0,1.0,PFNA,0.759923921871642,0.255566419378638,False,up
WBGene00017426,0,1.0,PFNA,-0.223665289098039,0.270823018586674,False,down
WBGene00000099,0,1.0,PFNA,-0.402359758936112,0.271021128248287,False,down
WBGene00020788,0,1.0,PFNA,-0.217958602924125,0.275553645099041,False,down
WBGene00015814,0,1.0,PFNA,-0.458406201229221,0.29152975306386,False,down
WBGene00010330,0,1.0,PFNA,-0.343928178254526,0.302267567321176,False,down
WBGene00000804,0,1.0,PFNA,-0.404093792923668,0.31480131111892,False,down
WBGene00004017,0,1.0,PFNA,-0.458772543587841,0.31480131111892,False,down
WBGene00002073,0,1.0,PFNA,-0.465166110427067,0.31480131111892,False,down
WBGene00002497,0,1.0,PFNA,-0.271711071109269,0.337338772149702,False,down
WBGene00013209,0,1.0,PFNA,-0.255350984423805,0.35068104170492,False,down
WBGene00003410,0,1.0,PFNA,-0.183832216850893,0.351865273687423,False,down
WBGene00015752,0,1.0,PFNA,-0.247122421130158,0.352414832507857,False,down
WBGene00017546,0,1.0,PFNA,-0.239093766283117,0.35434944987411,False,down
WBGene00003157,0,1.0,PFNA,-0.343274422860549,0.35434944987411,False,down
WBGene00008401,0,0.9666666666666667,PFNA,-0.224076761497171,0.354371457946323,False,down
WBGene00015943,0,1.0,PFNA,-0.107990448367778,0.359637217090368,False,down
WBGene00018409,0,1.0,PFNA,-0.155777574695117,0.364686482919754,False,down
WBGene00008000,0,1.0,PFNA,-0.17242974774069,0.366778662431195,False,down
WBGene00021648,0,1.0,PFNA,-0.398101904707548,0.369892448210486,False,down
WBGene00004181,0,1.0,PFNA,-0.356981658780223,0.371942215160358,False,down
WBGene00007938,0,1.0,PFNA,-0.965993896675058,0.374442565325428,False,down
WBGene00012469,0,1.0,PFNA,-0.197427822445341,0.37740192775941,False,down
WBGene00002247,0,1.0,PFNA,-0.177038834412112,0.378591711649658,False,down
WBGene00007400,0,1.0,PFNA,-0.195106873175342,0.380695429115408,False,down
WBGene00011182,0,1.0,PFNA,-0.223156582459311,0.380695429115408,False,down
WBGene00020392,0,1.0,PFNA,-0.268188481123406,0.380695429115408,False,down
WBGene00003553,0,1.0,PFNA,-0.775946433612205,0.380755597235144,False,down
WBGene00018275,0,1.0,PFNA,-0.304616760697697,0.385329625610744,False,down
WBGene00005014,0,0.9333333333333333,PFNA,-0.185014489626488,0.387188503449951,False,down
WBGene00001774,0,1.0,PFNA,-0.323005587387707,0.387645090001406,False,down
WBGene00017447,0,0.9666666666666667,PFNA,-0.140120914690235,0.388285942609157,False,down
WBGene00022612,0,1.0,PFNA,-0.523962757603953,0.395140545914545,False,down
WBGene00010725,0,1.0,PFNA,-0.163790002151296,0.404950791891459,False,down
WBGene00001107,0,1.0,PFNA,-0.675948859298958,0.408743404421573,False,down
WBGene00017832,0,1.0,PFNA,-0.333270483583303,0.408770361777731,False,down
WBGene00012236,0,0.9,PFNA,-0.303566713520322,0.418297988575492,False,down
WBGene00000236,0,1.0,PFNA,-0.185275453075085,0.425365279625643,False,down
WBGene00013339,0,1.0,PFNA,-0.145405647905814,0.427186517789901,False,down
WBGene00004188,0,1.0,PFNA,-0.17008039588801,0.427186517789901,False,down
WBGene00020110,0,1.0,PFNA,-0.12955503359845,0.428711968811783,False,down
