WB_id,module
WBGene00004123,4
WBGene00020636,0
WBGene00007178,3
WBGene00009330,0
WBGene00008132,2
WBGene00001001,0
WBGene00021875,3
WBGene00018249,4
WBGene00010328,3
WBGene00021247,0
WBGene00017663,4
WBGene00012343,0
WBGene00008963,0
WBGene00021446,4
WBGene00001438,4
WBGene00004463,0
WBGene00022718,4
WBGene00020714,4
WBGene00010847,0
WBGene00011527,0
WBGene00010935,4
WBGene00007372,4
WBGene00020839,2
WBGene00015344,0
WBGene00022393,4
WBGene00013790,0
WBGene00009929,4
WBGene00001623,4
WBGene00003956,2
WBGene00020462,4
WBGene00011033,0
WBGene00004924,4
WBGene00003247,0
WBGene00015918,3
WBGene00003789,0
WBGene00010721,0
WBGene00009140,4
WBGene00006518,0
WBGene00018418,0
WBGene00003950,0
WBGene00008225,4
WBGene00010041,4
WBGene00016749,0
WBGene00014213,4
WBGene00020171,0
WBGene00021932,0
WBGene00022347,0
WBGene00019994,0
WBGene00001999,0
WBGene00010923,0
WBGene00001487,4
WBGene00012648,0
WBGene00012999,0
WBGene00004700,0
WBGene00022146,0
WBGene00009980,0
WBGene00000206,0
WBGene00011726,4
WBGene00003788,0
WBGene00003684,4
WBGene00008639,0
WBGene00007749,4
WBGene00020107,0
WBGene00009532,4
WBGene00023489,0
WBGene00013996,4
WBGene00002113,3
WBGene00003700,4
WBGene00017811,4
WBGene00007626,0
WBGene00000039,0
WBGene00016438,3
WBGene00005000,4
WBGene00013738,0
WBGene00008317,4
WBGene00020740,4
WBGene00006220,4
WBGene00004706,0
WBGene00020016,3
WBGene00003681,0
WBGene00006392,4
WBGene00018572,0
WBGene00017238,0
WBGene00020031,4
WBGene00003791,0
WBGene00003806,0
WBGene00018750,4
WBGene00013515,3
WBGene00022458,0
WBGene00004754,0
WBGene00002010,2
WBGene00012896,0
WBGene00016958,4
WBGene00017988,0
WBGene00017201,0
WBGene00003927,2
WBGene00020748,3
WBGene00044206,3
WBGene00013268,0
WBGene00020102,0
WBGene00018803,4
WBGene00018590,4
WBGene00003476,4
WBGene00017419,0
WBGene00000816,0
WBGene00001790,0
WBGene00050939,0
WBGene00012140,4
WBGene00000387,0
WBGene00284848,3
WBGene00003804,0
WBGene00019259,0
WBGene00012658,0
WBGene00010470,1
WBGene00014233,4
WBGene00015702,0
WBGene00012676,0
WBGene00011288,3
WBGene00012907,4
WBGene00022445,4
WBGene00006833,4
WBGene00010905,0
WBGene00003797,0
WBGene00000509,4
WBGene00019760,0
WBGene00001037,0
WBGene00018413,4
WBGene00016269,4
WBGene00001816,0
WBGene00015181,0
WBGene00017447,0
WBGene00000993,4
WBGene00000198,2
WBGene00016446,0
WBGene00004315,0
WBGene00011524,2
WBGene00010290,4
WBGene00002047,0
WBGene00021270,0
WBGene00008122,0
WBGene00044977,4
WBGene00004221,3
WBGene00015660,3
WBGene00043097,3
WBGene00003680,4
WBGene00020014,4
WBGene00009207,0
WBGene00013083,0
WBGene00021292,0
WBGene00013636,3
WBGene00020511,0
WBGene00000966,3
WBGene00022301,0
WBGene00015104,0
WBGene00009925,2
WBGene00021400,4
WBGene00018339,2
WBGene00015268,0
WBGene00013872,2
WBGene00011554,3
WBGene00007881,4
WBGene00021952,0
WBGene00003751,4
WBGene00045078,0
WBGene00016456,4
WBGene00017686,0
WBGene00003792,0
WBGene00002100,4
WBGene00011306,0
WBGene00016015,0
WBGene00000802,2
WBGene00021784,0
WBGene00015202,4
WBGene00021004,0
WBGene00000138,3
WBGene00007875,2
WBGene00003685,4
WBGene00016147,4
WBGene00022734,0
WBGene00004135,4
WBGene00003915,0
WBGene00013530,0
WBGene00016283,3
WBGene00015294,4
WBGene00018112,4
WBGene00004408,2
WBGene00019946,3
WBGene00006629,4
WBGene00021348,0
WBGene00008177,4
WBGene00000741,2
WBGene00021281,4
WBGene00019780,4
WBGene00000992,0
WBGene00003710,4
WBGene00013605,0
WBGene00000235,0
WBGene00000033,4
WBGene00007352,0
WBGene00010266,2
WBGene00019301,4
WBGene00010274,0
WBGene00003716,4
WBGene00022267,1
WBGene00016738,4
WBGene00021493,4
WBGene00001403,4
WBGene00008388,3
WBGene00004380,4
WBGene00015197,4
WBGene00010909,0
WBGene00002133,4
WBGene00016417,3
WBGene00011272,0
WBGene00018934,0
WBGene00008749,2
WBGene00021922,4
WBGene00014004,4
WBGene00016629,0
WBGene00015915,0
WBGene00021813,0
WBGene00000980,4
WBGene00011727,4
WBGene00017390,3
WBGene00021371,4
WBGene00017691,2
WBGene00007444,0
WBGene00017119,0
WBGene00000967,2
WBGene00011817,4
WBGene00008820,4
WBGene00022439,4
WBGene00000872,4
WBGene00004458,0
WBGene00000891,0
WBGene00018151,0
WBGene00020153,4
WBGene00018044,4
WBGene00021899,0
WBGene00021412,3
WBGene00017759,2
WBGene00003822,4
WBGene00018779,2
WBGene00009514,2
WBGene00007931,4
WBGene00012339,4
WBGene00003026,0
WBGene00006935,0
WBGene00003675,0
WBGene00019607,0
WBGene00004185,0
WBGene00021828,0
WBGene00012830,0
WBGene00022394,0
WBGene00018403,3
WBGene00001604,3
WBGene00003156,0
WBGene00016111,4
WBGene00016693,4
WBGene00013543,0
WBGene00000794,0
WBGene00019953,0
WBGene00022153,0
WBGene00022774,0
WBGene00003209,4
WBGene00007943,0
WBGene00194855,4
WBGene00006986,3
WBGene00001005,0
WBGene00003982,2
WBGene00001827,0
WBGene00019906,4
WBGene00003119,0
WBGene00001189,4
WBGene00012322,0
WBGene00015048,4
WBGene00010427,4
WBGene00022117,0
WBGene00011675,1
WBGene00019076,0
WBGene00016628,3
WBGene00016684,4
WBGene00012360,4
WBGene00001630,0
WBGene00007562,3
WBGene00012858,2
WBGene00023417,4
WBGene00011688,0
WBGene00021277,0
WBGene00001426,0
WBGene00003739,4
WBGene00007748,4
WBGene00002043,2
WBGene00007653,2
WBGene00003617,4
WBGene00007145,2
WBGene00000542,4
WBGene00011247,0
WBGene00017781,4
WBGene00007331,1
WBGene00013260,0
WBGene00012113,4
WBGene00043156,0
WBGene00044280,4
WBGene00005015,0
WBGene00008502,0
WBGene00003254,0
WBGene00004862,4
WBGene00007587,0
WBGene00004505,0
WBGene00018269,4
WBGene00013949,3
WBGene00022141,0
WBGene00011752,4
WBGene00002957,0
WBGene00012668,4
WBGene00001172,4
WBGene00000743,2
WBGene00004892,3
WBGene00017675,4
WBGene00013210,2
WBGene00002169,0
WBGene00009368,0
WBGene00007107,0
WBGene00001049,0
WBGene00002827,0
WBGene00010042,0
WBGene00014006,3
WBGene00022694,2
WBGene00018160,0
WBGene00015117,2
WBGene00017786,4
WBGene00010052,0
WBGene00012412,4
WBGene00011760,0
WBGene00010174,4
WBGene00004326,0
WBGene00002061,0
WBGene00001983,0
WBGene00021253,4
WBGene00002219,0
WBGene00011244,3
WBGene00011307,0
WBGene00002232,4
WBGene00021095,0
WBGene00001391,4
WBGene00003990,0
WBGene00001462,4
WBGene00003803,0
WBGene00004919,0
WBGene00018288,4
WBGene00003133,0
WBGene00018285,4
WBGene00006351,2
WBGene00004459,0
WBGene00008311,4
WBGene00016167,4
WBGene00001829,0
WBGene00015381,3
WBGene00002269,2
WBGene00023419,0
WBGene00018778,0
WBGene00015075,0
WBGene00020340,0
WBGene00001059,4
WBGene00007463,0
WBGene00019219,0
WBGene00010037,4
WBGene00001628,0
WBGene00001007,2
WBGene00009052,2
WBGene00007730,4
WBGene00000415,4
WBGene00007981,4
WBGene00018612,0
WBGene00022201,0
WBGene00008714,0
WBGene00009012,0
WBGene00015470,4
WBGene00000121,0
WBGene00044611,3
WBGene00022139,4
WBGene00003074,2
WBGene00004735,3
WBGene00008679,3
WBGene00019333,0
WBGene00010133,4
WBGene00009620,0
WBGene00007691,4
WBGene00015517,4
WBGene00011100,4
WBGene00013144,4
WBGene00004305,0
WBGene00017989,0
WBGene00015525,0
WBGene00011938,2
WBGene00016330,4
WBGene00044620,0
WBGene00004756,0
WBGene00004037,4
WBGene00020868,0
WBGene00021800,2
WBGene00019742,4
WBGene00021347,0
WBGene00008211,4
WBGene00008035,0
WBGene00001247,2
WBGene00003626,4
WBGene00011416,3
WBGene00001671,4
WBGene00019592,4
WBGene00014120,0
WBGene00008616,4
WBGene00007413,2
WBGene00004704,0
WBGene00010086,3
WBGene00000064,0
WBGene00011648,2
WBGene00021156,4
WBGene00009804,4
WBGene00004699,0
WBGene00008806,0
WBGene00010834,0
WBGene00194651,3
WBGene00006473,0
WBGene00000498,0
WBGene00018384,4
WBGene00007402,0
WBGene00020158,3
WBGene00004090,0
WBGene00009008,2
WBGene00019160,4
WBGene00009820,4
WBGene00002231,0
WBGene00000987,0
WBGene00003914,2
WBGene00010851,2
WBGene00013919,0
WBGene00007186,0
WBGene00009926,0
WBGene00015593,3
WBGene00019004,4
WBGene00003812,4
WBGene00017591,2
WBGene00008576,4
WBGene00018747,4
WBGene00010616,0
WBGene00015298,0
WBGene00006688,3
WBGene00003958,2
WBGene00018931,3
WBGene00015938,4
WBGene00001688,0
WBGene00018333,1
WBGene00020092,4
WBGene00009922,0
WBGene00018350,2
WBGene00019438,3
WBGene00044167,4
WBGene00000379,0
WBGene00017356,0
WBGene00045338,3
WBGene00003778,4
WBGene00001071,0
WBGene00022076,1
WBGene00009973,3
WBGene00020562,4
WBGene00007365,4
WBGene00007973,4
WBGene00000098,0
WBGene00012472,0
WBGene00019747,4
WBGene00006920,0
WBGene00015734,0
WBGene00008151,2
WBGene00021325,2
WBGene00194692,4
WBGene00022858,0
WBGene00006829,0
WBGene00013674,0
WBGene00012936,0
WBGene00001163,0
WBGene00014250,4
WBGene00017280,0
WBGene00007499,4
WBGene00006367,0
WBGene00017317,0
WBGene00021260,4
WBGene00020649,3
WBGene00009119,2
WBGene00022425,0
WBGene00008944,2
WBGene00019005,2
WBGene00019376,3
WBGene00005655,3
WBGene00000083,0
WBGene00019831,4
WBGene00008803,1
WBGene00018730,4
WBGene00004219,0
WBGene00015219,4
WBGene00012407,2
WBGene00020368,4
WBGene00007832,3
WBGene00009408,0
WBGene00019092,3
WBGene00004460,2
WBGene00007615,0
WBGene00017825,2
WBGene00009051,0
WBGene00007536,2
WBGene00015427,4
WBGene00007646,0
WBGene00021963,0
WBGene00000063,0
WBGene00007545,4
WBGene00003154,0
WBGene00000932,4
WBGene00007336,3
WBGene00020953,0
WBGene00019941,2
WBGene00018351,4
WBGene00009243,4
WBGene00019960,4
WBGene00018703,2
WBGene00044696,3
WBGene00010908,2
WBGene00008143,0
WBGene00004237,4
WBGene00020693,0
WBGene00022012,4
WBGene00003076,0
WBGene00016193,4
WBGene00011291,2
WBGene00011857,0
WBGene00013225,0
WBGene00002065,2
WBGene00008041,0
WBGene00002142,4
WBGene00002074,2
WBGene00021929,0
WBGene00009783,2
WBGene00017065,0
WBGene00021026,0
WBGene00011141,3
WBGene00021370,3
WBGene00022048,4
WBGene00014224,0
WBGene00003400,0
WBGene00013734,4
WBGene00003847,0
WBGene00021157,4
WBGene00013984,0
WBGene00044394,0
WBGene00016790,0
WBGene00012783,4
WBGene00001496,4
WBGene00004387,0
WBGene00013716,2
WBGene00011856,0
WBGene00023493,3
WBGene00000209,0
WBGene00020699,4
WBGene00011540,4
WBGene00016404,4
WBGene00016057,0
WBGene00000874,0
WBGene00002129,4
WBGene00017374,3
WBGene00021522,4
WBGene00007990,4
WBGene00008139,4
WBGene00021845,0
WBGene00016278,2
WBGene00008765,2
WBGene00021425,0
WBGene00009366,0
WBGene00009732,0
WBGene00002267,3
WBGene00002003,0
WBGene00012777,4
WBGene00017195,4
WBGene00017582,4
WBGene00022852,0
WBGene00019544,0
WBGene00020297,4
WBGene00016151,2
WBGene00003689,4
WBGene00012068,4
WBGene00007118,0
WBGene00007440,3
WBGene00022588,3
WBGene00012593,1
WBGene00013209,0
WBGene00044069,0
WBGene00008936,0
WBGene00010433,2
WBGene00018409,0
WBGene00006755,4
WBGene00007504,0
WBGene00000066,0
WBGene00006708,0
WBGene00008000,0
WBGene00015430,4
WBGene00017274,4
WBGene00019435,2
WBGene00004807,4
WBGene00003991,0
WBGene00007220,2
WBGene00018485,4
WBGene00006580,3
WBGene00020112,0
WBGene00003851,0
WBGene00006917,2
WBGene00012600,2
WBGene00019837,4
WBGene00044078,4
WBGene00009535,3
WBGene00010545,3
WBGene00018757,3
WBGene00003615,3
WBGene00013037,2
WBGene00004169,4
WBGene00009322,0
WBGene00000767,0
WBGene00010546,4
WBGene00044318,2
WBGene00009500,3
WBGene00011482,0
WBGene00007405,3
WBGene00007623,0
WBGene00003151,4
WBGene00019762,0
WBGene00018756,4
WBGene00007219,4
WBGene00000879,0
WBGene00019489,4
WBGene00007108,2
WBGene00002348,0
WBGene00007111,0
WBGene00003518,4
WBGene00004487,2
WBGene00003904,0
WBGene00017760,4
WBGene00011802,0
WBGene00010638,2
WBGene00009621,0
WBGene00012423,0
WBGene00021491,3
WBGene00017738,0
WBGene00003892,3
WBGene00010976,4
WBGene00003856,3
WBGene00002135,0
WBGene00010897,3
WBGene00004003,1
WBGene00003149,4
WBGene00002265,4
WBGene00007886,4
WBGene00007195,0
WBGene00012592,1
WBGene00006697,4
WBGene00010541,4
WBGene00021036,4
WBGene00016929,4
WBGene00018614,3
WBGene00004228,0
WBGene00003619,4
WBGene00004873,0
WBGene00011798,3
WBGene00001035,0
WBGene00021536,0
WBGene00016719,3
WBGene00006996,4
WBGene00021973,2
WBGene00018018,4
WBGene00017609,4
WBGene00000253,3
WBGene00012983,0
WBGene00016115,4
WBGene00012000,0
WBGene00008666,4
WBGene00005833,3
WBGene00007586,4
WBGene00020651,4
WBGene00012545,0
WBGene00016249,0
WBGene00020865,3
WBGene00018721,0
WBGene00000041,4
WBGene00000157,0
WBGene00006109,3
WBGene00006702,4
WBGene00007593,0
WBGene00021401,2
WBGene00020764,4
WBGene00020481,0
WBGene00007400,0
WBGene00003158,0
WBGene00019979,3
WBGene00001077,0
WBGene00001792,3
WBGene00008400,2
WBGene00015025,2
WBGene00020837,2
WBGene00019345,2
WBGene00001632,0
WBGene00008530,4
WBGene00020930,4
WBGene00016659,2
WBGene00004173,4
WBGene00017993,0
WBGene00018508,4
WBGene00012465,0
WBGene00018682,0
WBGene00019326,4
WBGene00000567,0
WBGene00018213,4
WBGene00020313,3
WBGene00000545,4
WBGene00007464,0
WBGene00017939,0
WBGene00002259,3
WBGene00008769,0
WBGene00009562,4
WBGene00009226,4
WBGene00016728,3
WBGene00009883,2
WBGene00012382,3
WBGene00008969,3
WBGene00002023,2
WBGene00007621,4
WBGene00003574,3
WBGene00002258,0
WBGene00004385,0
WBGene00015703,0
WBGene00015366,3
WBGene00018422,0
WBGene00007745,4
WBGene00006738,4
WBGene00000723,4
WBGene00017832,0
WBGene00008970,4
WBGene00021697,0
WBGene00022648,3
WBGene00004145,4
WBGene00022052,0
WBGene00000202,0
WBGene00011737,4
WBGene00013485,4
WBGene00010236,4
WBGene00009534,4
WBGene00014200,3
WBGene00013131,0
WBGene00001832,0
WBGene00015233,0
WBGene00020392,0
WBGene00016384,4
WBGene00015410,4
WBGene00010136,3
WBGene00012995,0
WBGene00010955,4
WBGene00000411,0
WBGene00001478,3
WBGene00003643,3
WBGene00017852,4
WBGene00020579,2
WBGene00009120,3
WBGene00023422,0
WBGene00008730,3
WBGene00020030,4
WBGene00006103,4
WBGene00017137,4
WBGene00021097,2
WBGene00001458,4
WBGene00013947,2
WBGene00007203,3
WBGene00012344,2
WBGene00014139,2
WBGene00015921,4
WBGene00003409,3
WBGene00017997,0
WBGene00013482,0
WBGene00001394,4
WBGene00020806,4
WBGene00044789,2
WBGene00008768,0
WBGene00008490,3
WBGene00006537,0
WBGene00003654,4
WBGene00000773,0
WBGene00016431,0
WBGene00012166,0
WBGene00009049,4
WBGene00007692,2
WBGene00021336,3
WBGene00003582,4
WBGene00000940,0
WBGene00011449,4
WBGene00003020,0
WBGene00018181,0
WBGene00000742,2
WBGene00010557,0
WBGene00017054,3
WBGene00020006,2
WBGene00016644,0
WBGene00015057,3
WBGene00012255,0
WBGene00017769,0
WBGene00004283,0
WBGene00004205,2
WBGene00007529,0
WBGene00012759,4
WBGene00016845,4
WBGene00008779,4
WBGene00014221,0
WBGene00021959,0
WBGene00006812,4
WBGene00021816,0
WBGene00001160,4
WBGene00012959,3
WBGene00020251,4
WBGene00271812,3
WBGene00003082,0
WBGene00009722,0
WBGene00015362,4
WBGene00016588,0
WBGene00018645,3
WBGene00011559,2
WBGene00009639,3
WBGene00015266,0
WBGene00021965,4
WBGene00001042,0
WBGene00022776,2
WBGene00022307,4
WBGene00013606,2
WBGene00019547,2
WBGene00011429,3
WBGene00020498,0
WBGene00011931,4
WBGene00017291,4
WBGene00015706,2
WBGene00012694,2
WBGene00004920,0
WBGene00005002,2
WBGene00008397,0
WBGene00002195,4
WBGene00017643,0
WBGene00007045,0
WBGene00001281,0
WBGene00007200,4
WBGene00003214,0
WBGene00045418,3
WBGene00020931,4
WBGene00021093,0
WBGene00021460,0
WBGene00019820,0
WBGene00000369,0
WBGene00010910,4
WBGene00013969,4
WBGene00016408,0
WBGene00000203,2
WBGene00013460,0
WBGene00008532,0
WBGene00006919,2
WBGene00004042,0
WBGene00016793,0
WBGene00003786,3
WBGene00004051,2
WBGene00004370,0
WBGene00017162,0
WBGene00000239,2
WBGene00015609,2
WBGene00004377,2
WBGene00010001,3
WBGene00004740,4
WBGene00019212,0
WBGene00020921,2
WBGene00015635,0
WBGene00016406,4
WBGene00006494,0
WBGene00001803,4
WBGene00009624,0
WBGene00007284,0
WBGene00000233,4
WBGene00007669,3
WBGene00016062,0
WBGene00015805,4
WBGene00009336,0
WBGene00003749,4
WBGene00019620,2
WBGene00005153,0
WBGene00007616,0
WBGene00003015,2
WBGene00013550,2
WBGene00022765,0
WBGene00018411,4
WBGene00017430,4
WBGene00270322,4
WBGene00010799,3
WBGene00016634,4
WBGene00008921,0
WBGene00011398,0
WBGene00003884,4
WBGene00013849,0
WBGene00003577,0
WBGene00012443,4
WBGene00007514,0
WBGene00008519,1
WBGene00021470,0
WBGene00000899,4
WBGene00015463,0
WBGene00008876,4
WBGene00020334,4
WBGene00003707,3
WBGene00020594,3
WBGene00001157,3
WBGene00022202,0
WBGene00002110,0
WBGene00016135,4
WBGene00005832,4
WBGene00010771,0
WBGene00009895,3
WBGene00019399,4
WBGene00015565,2
WBGene00017721,0
WBGene00007126,4
WBGene00006983,4
WBGene00013557,0
WBGene00001813,2
WBGene00017282,2
WBGene00014095,2
WBGene00012875,2
WBGene00006692,2
WBGene00012375,0
WBGene00021637,4
WBGene00011713,0
WBGene00000238,0
WBGene00003800,0
WBGene00015479,4
WBGene00021372,3
WBGene00008980,4
WBGene00010793,2
WBGene00018625,0
WBGene00022358,4
WBGene00003159,0
WBGene00003965,4
WBGene00008107,0
WBGene00009201,3
WBGene00005014,0
WBGene00013343,0
WBGene00017975,2
WBGene00021128,2
WBGene00004076,3
WBGene00012059,0
WBGene00001094,0
WBGene00015329,0
WBGene00017348,0
WBGene00012808,3
WBGene00012554,4
WBGene00004270,0
WBGene00015729,3
WBGene00016172,3
WBGene00044746,0
WBGene00009128,0
WBGene00013150,0
WBGene00012398,3
WBGene00006715,0
WBGene00020267,3
WBGene00009772,4
WBGene00018788,4
WBGene00012256,0
WBGene00015675,4
WBGene00007007,4
WBGene00000666,4
WBGene00015403,2
WBGene00020273,0
WBGene00019495,2
WBGene00011419,3
WBGene00013892,0
WBGene00019627,0
WBGene00000174,4
WBGene00019967,3
WBGene00001689,0
WBGene00018890,0
WBGene00004391,0
WBGene00010239,4
WBGene00019199,2
WBGene00000413,0
WBGene00018898,0
WBGene00013639,4
WBGene00019719,4
WBGene00010791,1
WBGene00009084,0
WBGene00000983,3
WBGene00008990,0
WBGene00002134,0
WBGene00010225,0
WBGene00006061,0
WBGene00004395,0
WBGene00000020,4
WBGene00001833,0
WBGene00016978,0
WBGene00012444,4
WBGene00045246,0
WBGene00019819,0
WBGene00001072,0
WBGene00000086,4
WBGene00004945,4
WBGene00003073,4
WBGene00003080,0
WBGene00003607,4
WBGene00020861,4
WBGene00017659,4
WBGene00001385,2
WBGene00164968,0
WBGene00003233,1
WBGene00015809,4
WBGene00006817,0
WBGene00003063,4
WBGene00008426,0
WBGene00219283,4
WBGene00004917,0
WBGene00022862,0
WBGene00016469,0
WBGene00006415,4
WBGene00010717,3
WBGene00020662,2
WBGene00004248,0
WBGene00006762,4
WBGene00015733,4
WBGene00008515,4
WBGene00011326,4
WBGene00008343,4
WBGene00007668,0
WBGene00018582,4
WBGene00021323,0
WBGene00015748,4
WBGene00009093,4
WBGene00019623,3
WBGene00010093,0
WBGene00015397,3
WBGene00018138,2
WBGene00017746,0
WBGene00011171,4
WBGene00019711,0
WBGene00007316,3
WBGene00021058,2
WBGene00000223,4
WBGene00018610,3
WBGene00022420,0
WBGene00020188,3
WBGene00013514,2
WBGene00016759,2
WBGene00044071,4
WBGene00015157,0
WBGene00016374,0
WBGene00012824,4
WBGene00003157,0
WBGene00013463,2
WBGene00004428,2
WBGene00008859,4
WBGene00022388,0
WBGene00020199,0
WBGene00022245,3
WBGene00012984,0
WBGene00013732,4
WBGene00003834,4
WBGene00001574,4
WBGene00012535,3
WBGene00021563,0
WBGene00004774,0
WBGene00012187,2
WBGene00006863,2
WBGene00008131,0
WBGene00001445,4
WBGene00000165,0
WBGene00020037,0
WBGene00016194,4
WBGene00009805,3
WBGene00019241,0
WBGene00012317,0
WBGene00000691,2
WBGene00016209,0
WBGene00002255,3
WBGene00236809,4
WBGene00004034,0
WBGene00018602,3
WBGene00021215,4
WBGene00022856,2
WBGene00001461,4
WBGene00008830,4
WBGene00004168,4
WBGene00001030,0
WBGene00003405,0
WBGene00008677,4
WBGene00013074,2
WBGene00016488,4
WBGene00009726,0
WBGene00020782,2
WBGene00002112,4
WBGene00018769,0
WBGene00016395,2
WBGene00022077,4
WBGene00011935,4
WBGene00001577,4
WBGene00044283,4
WBGene00020595,4
WBGene00020170,4
WBGene00011966,4
WBGene00001564,4
WBGene00021855,4
WBGene00015624,3
WBGene00009498,0
WBGene00008359,3
WBGene00008571,0
WBGene00009164,4
WBGene00000514,2
WBGene00017546,0
WBGene00007170,0
WBGene00017999,0
WBGene00019730,1
WBGene00008375,2
WBGene00003740,4
WBGene00019686,4
WBGene00022683,2
WBGene00022246,2
WBGene00001911,4
WBGene00011520,4
WBGene00016128,4
WBGene00015354,4
WBGene00020920,0
WBGene00008413,0
WBGene00000003,0
WBGene00007043,0
WBGene00001099,2
WBGene00016981,2
WBGene00020557,2
WBGene00008100,4
WBGene00016442,2
WBGene00011761,0
WBGene00021586,4
WBGene00005228,4
WBGene00012608,2
WBGene00007724,0
WBGene00010458,0
WBGene00009921,0
WBGene00020324,3
WBGene00020025,2
WBGene00008410,0
WBGene00013008,3
WBGene00003155,0
WBGene00007333,0
WBGene00001177,4
WBGene00003134,0
WBGene00003504,0
WBGene00007175,3
WBGene00012341,0
WBGene00022121,0
WBGene00001977,0
WBGene00003423,4
WBGene00006585,2
WBGene00010056,0
WBGene00000950,4
WBGene00022371,0
WBGene00013301,0
WBGene00011904,0
WBGene00021935,2
WBGene00009512,3
WBGene00007194,0
WBGene00002192,4
WBGene00010473,3
WBGene00010317,2
WBGene00011060,4
WBGene00011037,0
WBGene00013803,0
WBGene00008204,4
WBGene00017797,0
WBGene00013202,4
WBGene00011743,2
WBGene00004119,4
WBGene00009347,1
WBGene00000106,0
WBGene00013869,4
WBGene00007236,2
WBGene00008586,0
WBGene00000399,0
WBGene00004317,4
WBGene00017806,1
WBGene00011684,3
WBGene00021850,0
WBGene00044761,4
WBGene00004182,4
WBGene00006934,0
WBGene00022748,4
WBGene00016746,0
WBGene00002111,4
WBGene00006699,2
WBGene00077751,3
WBGene00013237,0
WBGene00002183,2
WBGene00004895,0
WBGene00007753,3
WBGene00008578,0
WBGene00001194,4
WBGene00219288,4
WBGene00006636,1
WBGene00020260,4
WBGene00009069,2
WBGene00002276,3
WBGene00017671,4
WBGene00015707,2
WBGene00018904,0
WBGene00021648,0
WBGene00006647,0
WBGene00010922,0
WBGene00007266,2
WBGene00000099,0
WBGene00019305,4
WBGene00011397,4
WBGene00003085,2
WBGene00044500,3
WBGene00002228,0
WBGene00010645,0
WBGene00044348,4
WBGene00000984,3
WBGene00011592,4
WBGene00010439,0
WBGene00012103,3
WBGene00014698,3
WBGene00021854,0
WBGene00019844,4
WBGene00009731,0
WBGene00015449,1
WBGene00020229,4
WBGene00001996,2
WBGene00008513,4
WBGene00020172,0
WBGene00003609,4
WBGene00019168,0
WBGene00007928,3
WBGene00013021,2
WBGene00015753,4
WBGene00009444,0
WBGene00008882,2
WBGene00006753,4
WBGene00016751,4
WBGene00019890,4
WBGene00005022,0
WBGene00013344,0
WBGene00011977,0
WBGene00001449,4
WBGene00008805,0
WBGene00008335,3
WBGene00007698,2
WBGene00017924,0
WBGene00013690,2
WBGene00004181,0
WBGene00013189,0
WBGene00010072,4
WBGene00008338,0
WBGene00017427,3
WBGene00000377,0
WBGene00003837,2
WBGene00020471,2
WBGene00015433,4
WBGene00019998,4
WBGene00020152,4
WBGene00017304,4
WBGene00000133,3
WBGene00021862,4
WBGene00017385,4
WBGene00021359,2
WBGene00003836,0
WBGene00003221,3
WBGene00015957,3
WBGene00007467,4
WBGene00010230,0
WBGene00016911,3
WBGene00007155,3
WBGene00012483,0
WBGene00014078,2
WBGene00022134,0
WBGene00018541,2
WBGene00015554,0
WBGene00185067,0
WBGene00010307,0
WBGene00016504,4
WBGene00008915,4
WBGene00000594,2
WBGene00003724,4
WBGene00008234,3
WBGene00017724,4
WBGene00009078,0
WBGene00019177,3
WBGene00003844,3
WBGene00004701,0
WBGene00014136,3
WBGene00017855,0
WBGene00019121,2
WBGene00012031,4
WBGene00003009,4
WBGene00004955,0
WBGene00003598,4
WBGene00013312,0
WBGene00044631,0
WBGene00017644,4
WBGene00012306,4
WBGene00004371,0
WBGene00010870,4
WBGene00019655,2
WBGene00001749,2
WBGene00008304,3
WBGene00018274,4
WBGene00001428,0
WBGene00004995,3
WBGene00008588,4
WBGene00007288,3
WBGene00004409,2
WBGene00020215,0
WBGene00007223,2
WBGene00020207,0
WBGene00003079,0
WBGene00015510,0
WBGene00000285,3
WBGene00000908,0
WBGene00003748,4
WBGene00016766,4
WBGene00000095,4
WBGene00006737,0
WBGene00015021,0
WBGene00015464,0
WBGene00020516,2
WBGene00015472,0
WBGene00011801,3
WBGene00017502,4
WBGene00015705,4
WBGene00010865,4
WBGene00016129,0
WBGene00022455,0
WBGene00019351,3
WBGene00013362,0
WBGene00018349,4
WBGene00009404,0
WBGene00001869,0
WBGene00010135,4
WBGene00020672,3
WBGene00000070,2
WBGene00007923,4
WBGene00010924,2
WBGene00017159,2
WBGene00044513,4
WBGene00008052,4
WBGene00018674,2
WBGene00004224,0
WBGene00018346,3
WBGene00009981,0
WBGene00021494,3
WBGene00018375,4
WBGene00001830,2
WBGene00012007,2
WBGene00009710,2
WBGene00010009,4
WBGene00003061,0
WBGene00012615,2
WBGene00022021,2
WBGene00008739,3
WBGene00021382,4
WBGene00020718,0
WBGene00012265,4
WBGene00001751,3
WBGene00017180,3
WBGene00000183,0
WBGene00022591,0
WBGene00014666,2
WBGene00015128,4
WBGene00019612,4
WBGene00008897,4
WBGene00012474,0
WBGene00019432,2
WBGene00008923,2
WBGene00016366,4
WBGene00016808,0
WBGene00000843,2
WBGene00010993,2
WBGene00007934,0
WBGene00000882,0
WBGene00007091,4
WBGene00008237,0
WBGene00014148,3
WBGene00007551,4
WBGene00000275,0
WBGene00010628,3
WBGene00015954,0
WBGene00004775,2
WBGene00009638,3
WBGene00017660,3
WBGene00020962,3
WBGene00019055,4
