family,study_id,namespace,GO_id,term,enrichment,p_raw,study_count,study_n,pop_count,pop_n,p_fdr_bh_family
chemical_shared,PFOSA,MF,GO:0016491,oxidoreductase activity,e,7.2759824475417e-05,260,3421,500,7874,0.006856587356719296
chemical_shared,PFOSA,MF,GO:0015252,proton channel activity,e,0.00032731373739992885,18,3421,22,7874,0.022748072824300216
chemical_shared,PFOSA,MF,GO:0008194,UDP-glycosyltransferase activity,e,0.00040386884418169193,75,3421,127,7874,0.027264856284653825
chemical_shared,PFOSA,MF,GO:0019843,rRNA binding,e,0.0005182000394818376,22,3421,29,7874,0.03327199135401205
chemical_shared,PFPeA,BP,GO:0006412,translation,e,6.6038236379902644e-21,131,3376,168,7891,4.6673793527580424e-17
chemical_shared,PFPeA,BP,GO:0008152,metabolic process,e,3.089515219475209e-18,1545,3376,3172,7891,1.0513505865384525e-14
chemical_shared,PFPeA,BP,GO:0009058,biosynthetic process,e,1.2061286142071938e-12,521,3376,976,7891,8.524545928719766e-10
chemical_shared,PFPeA,BP,GO:0044238,primary metabolic process,e,8.579812096467919e-12,1322,3376,2755,7891,5.085891196280467e-09
chemical_shared,PFPeA,BP,GO:0009059,macromolecule biosynthetic process,e,2.4376744523552396e-11,278,3376,484,7891,1.3411588543856253e-08
chemical_shared,PFPeA,BP,GO:0002181,cytoplasmic translation,e,5.730125367184817e-11,34,3376,36,7891,2.9370916814602046e-08
chemical_shared,PFPeA,BP,GO:0006413,translational initiation,e,6.187738169535432e-09,37,3376,43,7891,2.052452646270453e-06
chemical_shared,PFPeA,BP,GO:0016042,lipid catabolic process,e,1.5723671850220395e-08,81,3376,118,7891,4.675375306143204e-06
chemical_shared,PFPeA,BP,GO:0006631,fatty acid metabolic process,e,1.999257350049301e-08,97,3376,148,7891,5.831484613413644e-06
chemical_shared,PFPeA,BP,GO:0009062,fatty acid catabolic process,e,1.058560561619121e-07,48,3376,63,7891,2.716774983283934e-05
chemical_shared,PFPeA,BP,GO:0072329,monocarboxylic acid catabolic process,e,1.4869909966266475e-07,50,3376,67,7891,3.682607352292625e-05
chemical_shared,PFPeA,BP,GO:0032787,monocarboxylic acid metabolic process,e,2.9495401211011267e-07,112,3376,182,7891,6.674969121349052e-05
chemical_shared,PFPeA,BP,GO:0043170,macromolecule metabolic process,e,4.098098147714002e-07,906,3376,1894,7891,8.859606066163825e-05
chemical_shared,PFPeA,BP,GO:0044085,cellular component biogenesis,e,1.547946649028973e-06,43,3376,58,7891,0.0002783274718449746
chemical_shared,PFPeA,BP,GO:0034440,lipid oxidation,e,2.366782022024432e-06,35,3376,45,7891,0.0004049533187776626
chemical_shared,PFPeA,CC,GO:1990904,ribonucleoprotein complex,e,1.0386807899957922e-32,299,3615,422,8435,9.543399098481339e-28
chemical_shared,PFPeA,CC,GO:0044391,ribosomal subunit,e,3.022195808917557e-29,124,3615,141,8435,1.3883967546167259e-24
chemical_shared,PFPeA,CC,GO:0005840,ribosome,e,3.2650320073671326e-19,101,3615,123,8435,1.578900741246801e-15
chemical_shared,PFPeA,CC,GO:0015934,large ribosomal subunit,e,4.955445208737447e-17,73,3615,84,8435,1.0342565273411079e-13
chemical_shared,PFPeA,CC,GO:0022625,cytosolic large ribosomal subunit,e,8.118990776373149e-14,45,3615,48,8435,7.770550755553801e-11
chemical_shared,PFPeA,CC,GO:0015935,small ribosomal subunit,e,2.1165583686906392e-13,51,3615,57,8435,1.8006424344008883e-10
chemical_shared,PFPeA,CC,GO:0022627,cytosolic small ribosomal subunit,e,3.5230124499433157e-10,29,3615,30,8435,1.4916791884829116e-07
chemical_shared,PFPeA,CC,GO:0000776,kinetochore,e,7.448979348508807e-09,48,3615,60,8435,2.444329366217819e-06
chemical_shared,PFPeA,CC,GO:0043228,membraneless organelle,e,9.684265821781233e-09,531,3615,1038,8435,3.0344528046089365e-06
chemical_shared,PFPeA,CC,GO:0043232,intracellular membraneless organelle,e,9.684265821781233e-09,531,3615,1038,8435,3.0344528046089365e-06
chemical_shared,PFPeA,CC,GO:0032991,protein-containing complex,e,1.102469602497717e-08,1071,3615,2231,8435,3.365279304900008e-06
chemical_shared,PFPeA,CC,GO:0070993,cytosolic translation preinitiation complex,e,2.9725297804146425e-06,15,3615,15,8435,0.0005011303416963253
chemical_shared,PFPeA,CC,GO:0005730,nucleolus,e,3.5851153150187723e-06,107,3615,178,8435,0.000589267254282513
chemical_shared,PFPeA,CC,GO:0033290,eukaryotic 48S preinitiation complex,e,6.951311658114888e-06,14,3615,14,8435,0.0010202659986383322
chemical_shared,PFPeA,CC,GO:0016282,eukaryotic 43S preinitiation complex,e,1.6253177896902713e-05,13,3615,13,8435,0.002071209410773122
chemical_shared,PFPeA,MF,GO:0003735,structural constituent of ribosome,e,7.4684696341442e-24,122,3342,148,7874,1.1436716499752816e-19
chemical_shared,PFPeA,MF,GO:0003723,RNA binding,e,3.678488524565677e-14,326,3342,564,7874,4.023565781393981e-11
chemical_shared,PFPeA,MF,GO:0003743,translation initiation factor activity,e,1.0419828052364604e-08,36,3342,42,7874,3.2126637632592612e-06
chemical_shared,PFPeA,MF,GO:0180051,translation factor activity,e,1.478594538135044e-07,48,3342,64,7874,3.680916303161852e-05
chemical_shared,PFPeA,MF,GO:0071855,neuropeptide receptor binding,e,3.378997516148747e-05,12,3342,12,7874,0.0036697670423610743
chemical_shared,PFPeA,MF,GO:0016887,ATP hydrolysis activity,e,0.00012079800185260236,120,3342,217,7874,0.010324577125783354
chemical_shared,PFPeA,MF,GO:0003824,catalytic activity,e,0.00023781655654125298,1551,3342,3465,7874,0.017466494976027435
chemical_shared,PFPeA,MF,GO:0031406,carboxylic acid binding,e,0.0003028584466447354,19,3342,24,7874,0.021225502728999455
chemical_shared,PFPeA,MF,GO:0043177,organic acid binding,e,0.0003028584466447354,19,3342,24,7874,0.021225502728999455
chemical_shared,PFPeA,MF,GO:0005198,structural molecule activity,e,0.00039146476009858174,215,3342,423,7874,0.026603389170013085
chemical_shared,PFPeA,MF,GO:0019843,rRNA binding,e,0.0004476202504370546,22,3342,29,7874,0.029789238545289958
chemical_shared,PFPeA,MF,GO:0016874,ligase activity,e,0.0007492939378539142,73,3342,127,7874,0.04455995275729297
chemical_shared,PFPeA,MF,GO:0005504,fatty acid binding,e,0.0008039524157422151,13,3342,15,7874,0.04707912553116299
chemical_shared,PFPeA,MF,GO:0033293,monocarboxylic acid binding,e,0.0008039524157422151,13,3342,15,7874,0.04707912553116299
