module,PFOSA,PFBSA,PFOS,PFNA,PFOA,GenX,PFEESA,PFBS,PFPeA,PFBA
0,-2.593368658420933,-0.07710863937037399,0.5869628973326305,0.45190279156080887,0.5911001978913272,0.48897376253435515,0.3572934537690609,0.3433941999794725,-0.7576508707520188,0.6085008654756704
1,-0.21585870736837157,0.16745008624886995,-0.0221727841759184,-0.01574656793786348,-0.04569805362935846,-0.030713275236283033,0.17494801161941725,-0.020631626964554364,0.0996456567951148,-0.09122273935105268
2,-2.21227762268138,0.025519432590311215,0.44008197663895665,0.358734382565637,0.4793990726620901,0.42075358662666734,0.26882299493677747,0.2837837427690835,-0.593312519211136,0.5284949531029924
3,1.9610676903566309,0.06290063270187503,-0.43546092753673665,-0.2998872392223729,-0.5253698135433713,-0.47592063904907084,-0.21687768865636659,-0.2615845487349189,0.7212151958383942,-0.5300826621540626
4,2.600173065358654,0.076214794750332,-0.5316991749770213,-0.46641150900616224,-0.6112734219261645,-0.5114180750387897,-0.3048938293384346,-0.3271499547807204,0.698130061189693,-0.6216719562313859
